open,high,low,close,VolumeBTC,target
0.773456867,0.771346716,0.759597928,0.759145214,8.65E-06,0
0.804298819,0.828562918,0.77894447,0.773410092,8.89E-06,0
0.800702199,0.8090696,0.798525665,0.804183717,6.47E-06,0
0.849567763,0.846799606,0.810356201,0.799871211,8.50E-06,0
0.859396734,0.849281755,0.83736172,0.848996098,4.70E-06,0
0.858759653,0.868536512,0.872394913,0.860222117,3.09E-06,0
0.853091815,0.861179761,0.849152465,0.859237058,4.56E-06,0
0.872260927,0.870371883,0.860055433,0.852946719,7.14E-06,0
0.842412513,0.854170459,0.81654402,0.871549179,7.56E-06,0
0.82294304,0.824821958,0.802882404,0.841971304,1.00E-05,0
0.87251573,0.877813388,0.82306468,0.823217206,1.00E-05,0
0.905462437,0.893875543,0.889702047,0.873249403,4.24E-06,0
0.847892773,0.895065155,0.846151146,0.905132128,8.01E-06,0
0.856058478,0.841518388,0.829963569,0.84735285,6.77E-06,0
0.82741982,0.842354154,0.818737745,0.854787157,8.60E-06,0
0.812716358,0.83140589,0.799690155,0.826302209,8.96E-06,0
0.775623951,0.795590631,0.782246254,0.812603232,7.03E-06,0
0.753731256,0.759080038,0.74381793,0.775491491,5.72E-06,0
0.723762935,0.745265395,0.738010457,0.753821387,3.65E-06,0
0.721411538,0.712155583,0.710008987,0.723216612,2.77E-06,0
0.715155295,0.71609876,0.698082835,0.7207622,6.76E-06,0
0.745176002,0.750208324,0.716328581,0.715143107,7.30E-06,0
0.716415359,0.762351288,0.726441656,0.745102601,7.96E-06,0
0.734281074,0.727420059,0.709815788,0.717455525,6.40E-06,0
0.669277021,0.721336366,0.67881209,0.733969316,1.10E-05,0
0.682344226,0.675228342,0.648565152,0.668857071,8.63E-06,0
0.685045846,0.700021196,0.679262182,0.681751117,3.98E-06,0
0.696116924,0.701639376,0.665675758,0.684790569,1.05E-05,0
0.735367955,0.75401165,0.704573237,0.696271051,1.03E-05,0
0.723677011,0.745003428,0.70876401,0.735819102,1.14E-05,0
0.801532199,0.784793848,0.676171601,0.722968827,2.30E-05,0
0.85068373,0.833750805,0.714815667,0.801395463,2.20E-05,0
0.827444454,0.845234779,0.837936476,0.850644836,4.61E-06,0
0.828644119,0.833599904,0.814668006,0.827544846,6.72E-06,0
0.762752634,0.816826134,0.76364225,0.828324406,1.20E-05,0
0.771371255,0.76110338,0.76730789,0.762905471,8.20E-06,0
0.72678406,0.762164916,0.737451738,0.771729899,1.24E-05,0
0.709233546,0.732544998,0.709308961,0.727102542,1.08E-05,0
0.71912336,0.709957789,0.692345108,0.708942089,8.97E-06,0
0.698913965,0.719637502,0.709989773,0.719624019,6.74E-06,0
0.701371319,0.697908738,0.695647043,0.698346811,5.53E-06,0
0.710581462,0.709248063,0.69713212,0.700830007,7.73E-06,0
0.663238184,0.704840845,0.663996272,0.709519415,1.22E-05,0
0.687564934,0.685465863,0.659534688,0.663124917,1.23E-05,0
0.686846827,0.697851896,0.678505725,0.687615176,1.62E-05,0
